,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
9259,0x13a3a,CUS_0x2bf3,January,Suen,46,491-94-9987,_______,122658.64,10020.553333333331,8,3,14,2,"Debt Consolidation Loan, and Debt Consolidation Loan",30,10,11.98,2.0,Standard,210.65,28.992897826087603,30 Years and 1 Months,No,155.41014066011132,244.30176833734956,High_spent_Large_value_payments,842.3434243358723,Standard
9260,0x1d7a,CUS_0x5b80,May,Edward Taylorz,44,549-37-6666,Journalist,7512.225,513.0187500000002,7,7,14,5,"Personal Loan, Payday Loan, Student Loan, Not Specified, and Not Specified",6,20,11.87,9.0,Standard,540.07,26.063255370978553,8 Years and 5 Months,Yes,20.686107686895213,10.13191094078467,High_spent_Medium_value_payments,270.48385637232013,Standard
9261,0xba6b,CUS_0xc617,June,Soyoung Kimj,21_,135-33-6057,Manager,73798.76,6422.8966666666665,868,4,9,4,"Personal Loan, Student Loan, Credit-Builder Loan, and Student Loan",5,13,18.32,3.0,Standard,757.01,31.044084139305753,28 Years and 3 Months,NM,194.04991420462207,99.27350360841776,High_spent_Large_value_payments,588.9662488536269,Good
9262,0x1c1e2,CUS_0xb9c7,January,Koh Guil,18,708-66-1961,_______,57544.23,4672.3525,9,5,30,6,"Auto Loan, Mortgage Loan, Student Loan, Not Specified, Personal Loan, and Auto Loan",41,22,23.63,10.0,Bad,4368.6,25.597590510966693,12 Years and 4 Months,NM,175.34255423904472,96.75189103229485,High_spent_Large_value_payments,435.1408047286605,Poor
9263,0x7bb2,CUS_0x8ad9,May,,38,691-51-3532,Entrepreneur,49570.5,4335.875,6,8,24,4,"Credit-Builder Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",19,21,4.86,6.0,_,1697.98,40.48402224786226,11 Years and 3 Months,Yes,130.63491905089842,50.56236024057984,High_spent_Medium_value_payments,502.3902207085218,Poor
9264,0x1cf67,CUS_0x76b0,June,Nicolacib,41,540-91-2964,Lawyer,8103.425,572.2854166666667,9,10,32,8,"Home Equity Loan, Credit-Builder Loan, Payday Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Not Specified",47,22,22.92,11.0,_,2944.35,35.581905214851815,10 Years and 4 Months,NM,17130.0,22.737311957537088,Low_spent_Small_value_payments,285.3373299826913,Standard
9265,0x1a652,CUS_0x1e3e,January,Chuckk,32,474-45-9244,Musician,22918.52,1840.8766666666668,6,5,18,5,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",18,8,11.94,4.0,Standard,454.45,33.43112975065071,8 Years and 1 Months,Yes,68.68789009880842,105.58748886482948,Low_spent_Large_value_payments,279.81228770302886,Standard
9266,0x11902,CUS_0x875,May,Andreaj,53,182-17-1231,Entrepreneur,21568.28,,892,6,9,859,,23,17,2.26,2.0,_,1039.53,27.40187786001401,19 Years and 3 Months,No,0.0,52.307828463112116,High_spent_Medium_value_payments,358.32783820355456,Good
9267,0x1b306,CUS_0x2159,January,Emmottt,53,902-71-6676,Doctor,115380.18,,0,4,12,2,"Auto Loan, and Debt Consolidation Loan",12,9,-0.09999999999999963,2.0,Good,101.29,32.52184484308523,25 Years and 3 Months,No,133.2604608335326,102.5767115607316,High_spent_Large_value_payments,945.9643276057359,Standard
9268,0xe267,CUS_0x3586,June,Juliet,38,201-39-3947,Lawyer,17476.72,1549.3933333333334,8,7,5,2,"Auto Loan, and Personal Loan",2,19,16.23,0.0,Standard,1470.22,24.92332399970625,27 Years and 4 Months,Yes,24.914186274761462,179.95726745846338,Low_spent_Small_value_payments,240.06787960010854,Standard
9269,0x16f4c,CUS_0x742c,March,Sarahk,20,954-22-2142,Engineer,19562.27,1877.1891666666668,8,6,20,5,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Payday Loan",26,6,8.3,9.0,Standard,1517.03,35.71570160408641,19 Years and 7 Months,Yes,69.70056199812504,64.79827565183493,High_spent_Medium_value_payments,303.22007901670673,Poor
9270,0x20632,CUS_0x4f15,May,Reneeu,46,419-97-7180,Manager,110375.04,9345.92,5,3,11,1,Not Specified,3,4113,10.12,3.0,Good,1449.78,38.64414511814358,32 Years and 9 Months,NM,83.07440212919626,79.03198293736499,High_spent_Large_value_payments,1012.4856149334387,Good
9271,0xf6bb,CUS_0x94e1,February,Stanley Whiteg,22,370-39-7588,Scientist,33531.19,2930.265833333333,7,3,10,2,"Personal Loan, and Home Equity Loan",12,14,0.75,1.0,_,787.39,37.36210751099001,27 Years and 9 Months,No,35.33500711126761,62.962188252752384,High_spent_Large_value_payments,434.72938796931334,Good
9272,0xaa6b,CUS_0x80d7,February,Sharpw,14,181-47-9455,Architect,19453.05,,3,6,10,6,"Debt Consolidation Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, and Auto Loan",22,18,19.86,11.0,Standard,731.24,29.891465194035053,16 Years and 9 Months,Yes,77.11008866084916,25.892548518524805,High_spent_Large_value_payments,328.70611282062606,Standard
9273,0x18f69,CUS_0xbf8f,April,Lesley Wroughtonj,46,110-49-2510,Journalist,45848.86,3672.738333333333,8,5,11,2,"Student Loan, and Auto Loan",27,12,16.37,4.0,Standard,945.68,33.39999109912937,23 Years and 5 Months,Yes,50.622854785493566,152.82302973233945,High_spent_Small_value_payments,423.8279488155004,Standard
9274,0xf472,CUS_0xb8eb,May,David Ingramr,32,818-38-8989,_______,45243.21,3855.2675,753,7,21,3,"Not Specified, Mortgage Loan, and Student Loan",61,,-3.1,6.0,Bad,2482.56,24.161504404521345,13 Years and 5 Months,Yes,89.29681595547069,132.6414956312336,Low_spent_Small_value_payments,453.58843841329565,Poor
9275,0x10d92,CUS_0x5073,May,riant,27,279-29-4520,Manager,27286.53,2279.8775,6,3,2934,0,,15,10,1.33,8.0,Standard,302.21,32.602253372882835,16 Years and 0 Months,No,0.0,126.28852826712631,Low_spent_Small_value_payments,391.6992217328737,Standard
9276,0x14b35,CUS_0x5fde,April,Donovanb,39,848-51-1133,Journalist,19426.81,1397.9008333333334,7,6,19,4,"Auto Loan, Personal Loan, Payday Loan, and Home Equity Loan",16,20,5.2799999999999985,4.0,_,658.69,31.094180359805776,20 Years and 4 Months,Yes,54.99719804046443,146.2623771929439,Low_spent_Small_value_payments,228.53050809992504,Standard
9277,0x1fa1d,CUS_0x8c2c,August,Jane Leew,21,955-06-8786,Developer,91532.61,7564.7175,4,3,5,3,"Personal Loan, Auto Loan, and Mortgage Loan",4,7,6.36,8.0,_,1211.41,35.459124500761696,28 Years and 11 Months,No,201.69851632295868,115.17229070530315,High_spent_Large_value_payments,679.6009429717383,Good
9278,0xe3e8,CUS_0xb5b9,July,Angela Moonr,21,893-75-4053,Lawyer,125943.63_,,3,5,6,1,Credit-Builder Loan,3,,2.19,4.0,_,853.94,38.51487693013606,23 Years and 7 Months,No,90.82935260074856,957.5993583423233,!@9#%8,266.40153905692836,Standard
9279,0x5e9e,CUS_0x1309,January,Mirnaw,51,691-12-6696,Writer,106876.77,9149.3975,4,5,12,1,Not Specified,17,20,11.24,2.0,Good,356.07,42.23104285196517,28 Years and 10 Months,No,62.24258065692497,332.4826465574908,High_spent_Medium_value_payments,770.2145227855842,Good
9280,0x4988,CUS_0x14e5,March,Michael Flahertym,29,836-69-3439,Doctor,7981.345,412.11208333333326,9,5,22,9,"Student Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Not Specified",46,17,25.96,8.0,Bad,4064.57,22.762648143507572,0 Years and 6 Months,Yes,57.93168879536229,,High_spent_Small_value_payments,222.33051520154342,Poor
9281,0x22e8e,CUS_0x6013,May,Dominicf,19,244-85-0461,Writer,41995.64_,3416.6366666666668,7,6,7,4,"Credit-Builder Loan, Credit-Builder Loan, Not Specified, and Student Loan",17,12,16.73,7.0,Standard,1072.63,32.653552120730225,15 Years and 7 Months,Yes,87.5439990503073,22.464810950380073,High_spent_Large_value_payments,471.6548566659793,Standard
9282,0x3289,CUS_0xc5d5,August,Emilyy,34,321-64-3872,Engineer,49995.18000000001,4382.265,8,6,22,6,"Credit-Builder Loan, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Student Loan, and Student Loan",20,18,8.54,10.0,Bad,1783.96,27.00650801763997,18 Years and 11 Months,Yes,148.05426179393018,291.0002614021052,High_spent_Small_value_payments,259.1719768039647,Poor
9283,0x6787,CUS_0x7df,February,Juliend,26,556-57-5003,Accountant,14406.71,1236.559166666667,973,284,32,7,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, and Student Loan",67,19,1.61,14.0,Bad,1286.9,27.285234080868193,,Yes,53.55003158035459,159.60376184762447,Low_spent_Small_value_payments,200.5021232386876,Standard
9284,0x1d592,CUS_0x676b,January,Kumaro,30,580-25-6454,Manager,19995.55,1695.2958333333331,6,6,29,5,"Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Home Equity Loan",22,21,19.26,11.0,Standard,1358.9,24.80676354768828,5 Years and 8 Months,Yes,63.38997606593154,70.37846178673439,High_spent_Medium_value_payments,285.76114548066744,Poor
9285,0xd55e,CUS_0xae07,May,Maloneh,47,495-04-7396,Teacher,21450.3,1752.525,6,6,7,1463,"Mortgage Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",13,16,0.85,1.0,Good,464.67,31.842949351334113,29 Years and 2 Months,No,59.40297607392983,74.05599421112986,High_spent_Medium_value_payments,291.7935297149403,Standard
9286,0x13ec6,CUS_0xa6f6,January,Egenterh,34,424-26-3353,Media_Manager,35292.24,2715.02,3,3,8,2,"Credit-Builder Loan, and Not Specified",16,7,7.35,2.0,Standard,996.99,30.036312389847108,21 Years and 10 Months,No,51.65026794977413,216.1093816561737,Low_spent_Large_value_payments,273.7423503940521,Standard
9287,0x4d63,CUS_0xa094,June,Gray-Blocky,37,953-99-7710,Media_Manager,18244.44,1555.37,7,4,15,7,"Mortgage Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Not Specified",5,17,18.2,7.0,Standard,1580.95,35.89929576605553,16 Years and 3 Months,Yes,66.98943274744119,115.36190444667135,Low_spent_Small_value_payments,263.18566280588743,Poor
9288,0xacbb,CUS_0x7c7a,June,Eveline Danubratae,29,556-99-5288,Developer,33136.35_,2681.3625,0,3,12,2,"Not Specified, and Payday Loan",-1,1,2.34,0.0,Good,4.64,36.04391652369071,33 Years and 2 Months,No,31.92363403760208,113.84502984052999,High_spent_Small_value_payments,382.36758612186793,Good
9289,0x12c55,CUS_0x5d4f,August,Deepa Seetharamani,40,#F%$D@*&8,Architect,110398.13999999998,9007.845,4,3,11,3,"Mortgage Loan, Not Specified, and Debt Consolidation Loan",9,5,7.65,4.0,_,901.05,31.855069921942853,30 Years and 0 Months,No,167.29478822165316,188.8406274439877,High_spent_Large_value_payments,784.6490843343591,Good
9290,0x86d9,CUS_0xbf43,April,Melinda Dickinsont,17,616-52-0527,Developer,49639.2,4364.6,8,5,13,2_,"Home Equity Loan, and Credit-Builder Loan",14,10,14.71,7.0,Standard,451.16,31.300499620352827,7 Years and 11 Months,Yes,45.02028606718953,438.32451623322885,Low_spent_Medium_value_payments,233.11519769958167,Standard
9291,0xefb2,CUS_0x446a,January,Ryanq,38,886-76-5266,Scientist,119902.4,,5,4,11,1,Payday Loan,4,4,0.82,0.0,Good,1037.85,37.33797495930658,30 Years and 7 Months,NM,93.3367829127304,300.37390545828583,High_spent_Small_value_payments,886.5759782956503,Poor
9292,0x1884d,CUS_0x9346,August,Elizabethd,-500,828-89-4293,Doctor,93622.5,7975.875,3,7,2,0,,4,2,6.99,4.0,Good,142.09,41.297729967353774,26 Years and 10 Months,NM,0.0,,!@9#%8,977.1839241791677,Standard
9293,0x1f102,CUS_0x63d4,May,Growy,54,415-59-5298,Developer,23455.12,2006.5933333333328,8,7,18,2,"Mortgage Loan, and Auto Loan",8,15,9.96,2.0,Standard,317.45,29.965639078110705,24 Years and 1 Months,Yes,26.97640610780856,61.929426395984684,High_spent_Medium_value_payments,361.7535008295401,Standard
9294,0x20b36,CUS_0xbdb4,May,Pete Sweeneyo,36,997-19-1168,Scientist,9447.12,823.2600000000001,10,10,34,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Auto Loan, and Mortgage Loan",54,19,19.61,9.0,Standard,1510.44,28.976403952966702,11 Years and 2 Months,Yes,34.10432842895691,__10000__,Low_spent_Large_value_payments,253.48834485926602,Poor
9295,0x1dd0c,CUS_0x793f,July,Valentinay,43,037-96-1958,Teacher,51182.85000000001,3983.2375,6,9,21,7,"Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Student Loan",15,24,24.43,6.0,Bad,4822.72,29.626141463362213,10 Years and 9 Months,Yes,268.1975042138929,289.9400163769771,Low_spent_Medium_value_payments,120.18622940913002,Standard
9296,0x7656,CUS_0x753,January,Barrz,49,250-36-8350,Manager,29416.29,,4,5,5,4,"Home Equity Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",9,9,-5.03,1.0,Good,905.18,32.867064340988705,24 Years and 4 Months,No,93.32743827639888,108.32679935500649,High_spent_Small_value_payments,273.4815123685947,Poor
9297,0xbb13,CUS_0x4e38,June,Junko Fujitav,20,209-58-8295,Scientist,121471.44_,9960.62,4,3,3,2,"Payday Loan, and Mortgage Loan",16,3,3.37,1.0,Good,736.68,41.66562267148253,26 Years and 6 Months,No,161.16319867530373,260.992748073643,!@9#%8,833.9060532510533,Poor
9298,0x5dba,CUS_0x4c7e,January,,28,570-70-2382,Writer,15827.06,,9,9,29,6,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Home Equity Loan, Auto Loan, and Mortgage Loan",20,19,_,12.0,Bad,2396.06,23.959774987916408,10 Years and 1 Months,Yes,57.71999295945369,100.9897549732113,Low_spent_Small_value_payments,273.58241873400164,Standard
9299,0x65cc,CUS_0x399d,March,Nick Olivaris,26,276-27-5074,Developer,56285.44,4990.453333333334,5,5,12,3,"Credit-Builder Loan, Personal Loan, and Personal Loan",8,6,8.25,4.0,_,29.18,26.22876532241481,21 Years and 4 Months,No,106.76419855452696,529.5454302166753,Low_spent_Small_value_payments,152.73570456213102,Poor
9300,0x50e7,CUS_0x7072,June,Maria Golovninai,31,208-85-9616,Teacher,35952.25_,2966.020833333333,0,4,6,0,,14,11,11.93,4.0,Good,480.11,37.181839641221536,17 Years and 8 Months,No,0.0,52.77074438465681,High_spent_Medium_value_payments,493.8313389486766,Good
9301,0x123ae,CUS_0x3713,January,Seetharamanb,41,660-31-3335,Developer,99340.08,,3,1,2431,0,,15,9,7.91,0.0,Good,1028.59,40.79487030950005,29 Years and 8 Months,No,1867.0,233.68042756143745,High_spent_Small_value_payments,876.9535724385627,Good
9302,0x2432b,CUS_0xb639,February,Erwine,28,346-14-3267,Developer,25780.78,2188.398333333333,7,6,5,2,"Mortgage Loan, and Credit-Builder Loan",19,6,6.32,1.0,Standard,97.33,38.98411546581144,18 Years and 0 Months,No,40.82459716793424,27.49803407389209,High_spent_Large_value_payments,390.51720209150704,Standard
9303,0xb92e,CUS_0x56d7,January,Peterg,43,015-14-5182,Manager,40678.44_,3631.87,8,4,19,638,Credit-Builder Loan,11,21,12.93,7.0,Standard,1301.75,37.18922891413557,12 Years and 9 Months,Yes,32.866853726961004,52.62909268483457,High_spent_Medium_value_payments,527.6910535882047,Standard
9304,0xbd85,CUS_0x5bd2,August,Stempelh,31,647-63-9696,Architect,70922.08,5794.122643294213,10,9,27,8,"Home Equity Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Not Specified",29,16,8.809999999999997,10.0,Bad,1801.3,24.184720347623287,11 Years and 4 Months,Yes,810.3861550152582,,High_spent_Medium_value_payments,213.08775452275245,Standard
9305,0x182cf,CUS_0x6273,June,Josephine Masond,27,213-04-5662,_______,40739.49,3416.9575,3,6,9,1,Personal Loan,14,9,0.59,0.0,Good,728.52,30.136785309216425,17 Years and 10 Months,No,26.48100994347856,122.43314119360242,!@9#%8,452.781598862919,Good
9306,0x9067,CUS_0xa980,February,,34,787-43-5273,Mechanic,70360.58,6051.381666666667,3,6,12,1,Payday Loan,10,7,4.15,2.0,Good,946.96,23.983161072740216,,No,50.41366815207561,245.79074633076343,Low_spent_Large_value_payments,578.9337521838278,Standard
9307,0xbf2e,CUS_0x1595,January,Lucy Hornbyw,39,132-58-0299,Accountant,30509.4,2321.4500000000007,5,7,8,4,"Debt Consolidation Loan, Not Specified, Mortgage Loan, and Mortgage Loan",7,,12.95,6.0,Standard,1496.06,38.01415323062122,19 Years and 10 Months,Yes,66.36791773064007,__10000__,High_spent_Small_value_payments,318.00434983578066,Standard
9308,0x207c6,CUS_0x1cd7,January,Suvashree Deyi,19_,112-26-4626,Entrepreneur,22265.03_,1723.4191666666666,6,5,18,3,"Personal Loan, Mortgage Loan, and Not Specified",18,11,19.48,4.0,Standard,1337.06,27.90514100158801,11 Years and 7 Months,NM,35.21912051303133,__10000__,Low_spent_Small_value_payments,360.36022430993467,Standard
9309,0x23450,CUS_0x4d71,March,Yoo Choonsikw,27,237-42-4184,Mechanic,96780.03,8267.002499999999,4,5,1391,4,"Mortgage Loan, Mortgage Loan, Payday Loan, and Not Specified",26,5,9.96,2.0,Good,580.52,32.876668715184,29 Years and 7 Months,No,314.2240793675107,633.030818037759,Low_spent_Medium_value_payments,159.44535259473014,Poor
9310,0x1438f,CUS_0x8c5a,February,Rodrigom,19,214-93-4299,Lawyer,58770.12,4659.51,10,10,30,5,"Student Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, and Student Loan",48,,12.49,9.0,Standard,1974.29,35.435832736892344,6 Years and 8 Months,Yes,231.252379548278,156.20376318881478,High_spent_Medium_value_payments,328.4948572629073,Poor
9311,0x1713a,CUS_0x61a5,May,Ross Kerberc,39,590-89-8290,Media_Manager,116184.44,9454.036666666669,5,7,5,1,Payday Loan,19,0_,11.88,2.0,Good,804.9,26.457483520327145,15 Years and 6 Months,NM,91.25049223243408,380.3213345979258,Low_spent_Medium_value_payments,753.8318398363068,Standard
9312,0x10b97,CUS_0x7ad7,February,Lawderu,43,#F%$D@*&8,Journalist,17728.55,1565.3791666666666,3,6,12,7,"Auto Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Personal Loan",23,14,15.91,4.0,Standard,1493.28,25.55994131983639,7 Years and 4 Months,Yes,63.72201053671426,81.24582065646678,Low_spent_Large_value_payments,281.5700854734856,Standard
9313,0xc50d,CUS_0x4395,April,,34,861-88-4379,Scientist,45345.12,3737.76,8,7,19,5,"Student Loan, Credit-Builder Loan, Student Loan, Not Specified, and Home Equity Loan",25,,19.45,11.0,Bad,3794.13,34.597668470567484,0 Years and 8 Months,Yes,142.0302559038314,276.5504610342943,Low_spent_Large_value_payments,225.1952830618744,Poor
9314,0x2028a,CUS_0x6f1b,May,Yanh,39,155-11-7973,Scientist,29441.38,2550.4483333333333,7,4,10,4,"Home Equity Loan, Personal Loan, Payday Loan, and Home Equity Loan",13,8,17.619999999999994,0.0,Standard,1276.05,23.89164330561708,17 Years and 9 Months,Yes,73.59939080858594,79.85840652418786,High_spent_Small_value_payments,361.58703600055964,Standard
9315,0xda49,CUS_0x8417,April,Thanv,20,941-02-3149,Lawyer,34253.08,3025.4233333333336,3,9,25,6,"Student Loan, Auto Loan, Not Specified, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",11,12,_,12.0,Standard,1485.7,30.207362392407298,,Yes,133.84381259881434,219.31791892990424,Low_spent_Small_value_payments,239.38060180461483,Poor
9316,0x2557f,CUS_0x42c3,February,Carolinez,27,668-97-7763,Entrepreneur,40056.1,3391.008333333333,680,4,13,3,"Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",29,18,5.02,2.0,Standard,182.58,26.39298394520809,32 Years and 2 Months,NM,76.83324885387147,204.56247294018013,Low_spent_Medium_value_payments,337.7051115392818,Standard
9317,0x3ec5,CUS_0x38bb,August,Douglass,19,959-04-6330,Engineer,62956.56,,8,4,16,5,"Personal Loan, Personal Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",7,9,9.01,10.0,Standard,77.34,26.767910296981903,5 Years and 10 Months,Yes,135.37959288444537,168.21267194334106,!@9#%8,461.1457351722136,Standard
9318,0x2f63,CUS_0x27fb,June,Chanv,40,410-50-2849,Manager,78477.18000000001,6412.765,4,5,16,2,"Auto Loan, and Credit-Builder Loan",6,,7.35,1.0,Standard,1197.91,27.296161195559808,24 Years and 7 Months,NM,123.31758684019528,330.157008319886,Low_spent_Large_value_payments,457.80190483991873,Standard
9319,0x122a9,CUS_0x5e9d,April,ewich Noelp,42,#F%$D@*&8,_______,16757.525,1131.4604166666668,7,6,10,1,Payday Loan,17,19,-1.59,3.0,_,1483.41,28.73725023269292,16 Years and 8 Months,No,13.709879580126335,90.33446050059088,Low_spent_Large_value_payments,279.10170158594946,Standard
9320,0x20e5,CUS_0xa47,April,Jonathan Stempelm,47,815-90-8113,Mechanic,65299.38,,4,5,8,2,"Student Loan, and Credit-Builder Loan",5,0,5.68,1.0,Good,1177.38,31.77341040959455,26 Years and 1 Months,No,77.00931295128329,312.73540201031017,High_spent_Small_value_payments,400.8167850384066,Poor
9321,0x1d772,CUS_0x569d,January,,15,163-54-9984,Accountant,8741.32,450.44333333333327,6,10,28,5,"Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Mortgage Loan",51,24,15.77,12.0,Bad,3791.25,25.69148803145631,4 Years and 7 Months,Yes,23.50629756226059,39.979271064534174,Low_spent_Medium_value_payments,261.55876470653857,Standard
9322,0x6675,CUS_0x9ca4,April,Silke Koltrowitzx,19,616-47-6180,Writer,60183.14_,4933.261666666666,3,6,12,7,"Auto Loan, Payday Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, Personal Loan, and Mortgage Loan",10,11,17.52,6.0,Standard,1167.08,29.81202981422682,17 Years and 1 Months,Yes,195.8564065116201,114.1023342163137,High_spent_Small_value_payments,443.36742593873294,Standard
9323,0x22f7,CUS_0x7cfc,June,Shalal-Esaf,36,608-99-2576,Writer,108415.0,8848.583333333334,3,5,16,1,Not Specified,12,17,16.33,6.0,Standard,1075.84,41.099550582319054,27 Years and 3 Months,Yes,76.85756306196762,335.03916319892244,High_spent_Medium_value_payments,722.9616070724434,Standard
9324,0xf8b9,CUS_0x7129,August,,21_,865-88-5717,Lawyer,22019.77,1790.980833333333,0,5,8,3,"Payday Loan, Debt Consolidation Loan, and Payday Loan",28,,8.94,4.0,Good,1467.8,25.731011410583488,21 Years and 10 Months,NM,42.07563552633864,86.48880464551331,Low_spent_Large_value_payments,320.53364316148134,Poor
9325,0x5671,CUS_0x5239,August,Hopkinss,34,410-88-1260,Manager,89424.9,7615.075,5,5,4,4,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",23,10,5.12,4.0,Good,839.1,24.9339986294104,25 Years and 11 Months,No,153.22552831597926,299.1667603835519,High_spent_Small_value_payments,569.1152113004689,Poor
9326,0x2069a,CUS_0xb627,January,Helenac,34,696-92-2622,Mechanic,71551.18,5936.598333333332,8,3,8,4,"Credit-Builder Loan, Home Equity Loan, Not Specified, and Personal Loan",12,9,18.44,5.0,_,697.67,36.56448296459283,17 Years and 11 Months,Yes,160.20003652789117,,High_spent_Medium_value_payments,456.8582951513857,Standard
9327,0x17593,CUS_0xa505,February,Jonathan Stempelz,41,959-35-8150,Engineer,34899.22,2764.268333333333,10,5,15,3,"Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",44,11,12.22,11.0,Standard,2103.76,39.237611176090816,,Yes,78.96767711933936,103.24122758214348,Low_spent_Large_value_payments,364.2179286318506,Poor
9328,0x7fa5,CUS_0x1436,August,Jonesn,23,988-70-0775,Developer,167545.24,,5,4,2,3,"Personal Loan, Not Specified, and Student Loan",14,9,4.77,0.0,Good,503.23,26.4100669867299,16 Years and 3 Months,No,234.9597698827314,826.3808527932746,Low_spent_Small_value_payments,607.1697106573276,Good
9329,0x101ce,CUS_0x3752,May,Scottv,33,466-47-3467,Writer,98874.63,,6,5,12,4,"Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Payday Loan",25,14,10.08,6.0,Good,750.39,36.75049417910388,31 Years and 1 Months,No,325.2833888273365,341.8522204326948,High_spent_Medium_value_payments,402.5196407399688,Good
9330,0xb235,CUS_0x926b,April,Driverx,26,016-34-5925,Manager,38272.58,2980.3816666666667,6,6,14,2,"Payday Loan, and Home Equity Loan",13,17,9.44,7.0,_,974.34,37.21809152604971,19 Years and 11 Months,Yes,63.27051683129674,197.87417334190292,Low_spent_Small_value_payments,326.893476493467,Standard
9331,0xf786,CUS_0x130c,January,Douwe Miedemaq,43,#F%$D@*&8,Engineer,9203.725,1048.9770833333332,10,5,18,7,"Student Loan, Mortgage Loan, Not Specified, Home Equity Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",42,21,1.8,8.0,Bad,2338.29,25.86788693910148,8 Years and 1 Months,NM,31.49706645080065,88.80276044376248,!@9#%8,264.59788143877023,Poor
9332,0x25651,CUS_0x8fe0,August,Rq,17,990-03-5675,Architect,25352.0,2077.6666666666665,5,6,8,2,"Student Loan, and Payday Loan",26,15,15.19,8.0,_,1320.31,34.04490221441994,19 Years and 0 Months,Yes,26.50359850189216,105.12938595248684,Low_spent_Large_value_payments,346.1336822122877,Standard
9333,0x10b60,CUS_0x37bf,July,Soyoungo,49,242-04-7296,Writer,38750.41,2987.200833333334,1,5,7,4,"Credit-Builder Loan, Payday Loan, Student Loan, and Home Equity Loan",5,3,8.39,1.0,_,2.43,24.59400287633312,33 Years and 1 Months,No,121.72664063792092,365.4344242107127,Low_spent_Small_value_payments,101.5590184846998,Good
9334,0xa86b,CUS_0x6080,June,,30,773-11-0687,Entrepreneur,16472.09_,1563.674166666667,4,3,6,0,,13,7,7.4,9.0,Good,727.41,29.25401809933453,32 Years and 6 Months,No,0.0,125.98116863525793,Low_spent_Medium_value_payments,310.38624803140874,Good
9335,0x63e1,CUS_0x429a,April,Axk,29,719-71-0189,Mechanic,68667.56,5929.296666666666,7,6,21,3,"Home Equity Loan, Student Loan, and Student Loan",26,9,15.03,7.0,Standard,1384.94,29.621519217300268,9 Years and 4 Months,Yes,146.82745256942155,135.18010203156842,High_spent_Large_value_payments,550.9221120656766,Poor
9336,0x178db,CUS_0x8d33,February,Alistair Barry,20,793-03-2481,Entrepreneur,138920.84,11503.736666666666,5,3,3,4,"Payday Loan, Not Specified, Credit-Builder Loan, and Mortgage Loan",23,,8.45,3.0,Good,246.87,34.664188976458355,32 Years and 8 Months,No,235.8554310698026,1451.6942811797762,Low_spent_Small_value_payments,,Poor
9337,0x14e3f,CUS_0x35ac,February,Giseldaa,29,973-19-0864,_______,118184.92,9901.743333333334,5,4,12,2,"Mortgage Loan, and Payday Loan",24,8,3.35,1.0,Standard,1190.44,42.47098438153064,20 Years and 4 Months,No,160.54415250731634,453.48495896494194,Low_spent_Large_value_payments,646.1452218610751,Standard
